gml_id;GID;RS_CHANTIER;COMMUNE;DATE_DEBUT;DATE_FIN;NUMERO_ACTE;TYPE_EMPRISE;MES_LIBELLE;GID_EMPRISE;LOCALISATION_EMPRISE;gid_acte
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.209002;209002;138111;BORDEAUX;2023-10-23;2024-11-10;23BORPT23121;EMPRISE/EMPRISE;Interdiction de stationnement,Neutralisation de voie;264962/264961;du 9 au 13 Rue Jean Dollfus (Bordeaux)/10 Rue Jean Dollfus (Bordeaux);209002
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.217164;217164;142808;BORDEAUX;2024-01-22;2025-02-05;24BORAJPT00240;EMPRISE/DEVIATION;Mise en impasse,Déviation;275146/275147;Rue Maubec, 2 jours dans la période/Quai des Salinières, rue des Faures, 2 jours dans la période;217164
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.224637;224637;144199;BORDEAUX;2024-04-04;2025-04-25;24BORAJPT05866;DEVIATION/EMPRISE/EMPRISE;Déviation,Interdiction de stationnement,Mise en impasse;284358/284359/284357;Cours de la Somme, rue Lafontaine, cours de l'Yser, rue Beaufleury (Bordeaux)/du 37 au 39 Rue Beaufleury (Bordeaux)/du 37 au 39 Rue Beaufleury de rue Kléber et cours de la Somme (Bordeaux);224637
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.225222;225222;147690;BORDEAUX;2024-03-25;2025-04-05;24BORAJPT06365;EMPRISE;Rétrécissement de largeur de voie;285087;97 Rue Chantecrit;225222
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.229092;229092;149359;BORDEAUX;2024-05-27;2025-06-28;24BORAJPT09803;EMPRISE/EMPRISE/EMPRISE/EMPRISE/EMPRISE;"Interdiction de stationnement,Circulation alternée,Interdiction de stationnement,Mise en impasse,Neutralisation de voie;Circulation alternée;Mesure libre circulation";289983/289986/289984/289987/289985;27 Rue Mercière (Bordeaux)/Cours de la Somme, de la Rue Giner de Los Rios jusqu'à la Rue Monadey (Bordeaux)/du 52 au 62 Cours de la Somme (Bordeaux)/Rue Mercière, du 24 jusqu'à la Rue Cruchinet (Bordeaux)/53 Cours de la Somme, angle rue Mercière (Bordeaux);229092
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.228694;228694;151489;BORDEAUX;2024-05-02;2024-11-01;24BORAJPT09233;EMPRISE;Interdiction de tourner;289471;Rue François Daunes;228694
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.226833;226833;149564;BORDEAUX;2024-04-22;2025-04-24;24BORAJPT07774;DEVIATION/EMPRISE;Déviation,Circulation interdite;287128/287127;Cours du Médoc via la rue sainte Philoméne/Place Saint Martial coté pair;226833
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.227521;227521;150032;BORDEAUX;2024-04-22;2025-05-22;24BORAJPT08685;DEVIATION/EMPRISE;Déviation,Circulation interdite;287970/287969;Rue Jean Gabriel Domergue via Allée Alexandre Dumas/entre Allée Alexandre Dumas et la Rue du Cardinal Richaud;227521
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.227761;227761;148477;BORDEAUX;2024-04-22;2025-05-11;24BORAJPT08701;DEVIATION/EMPRISE;Déviation,Circulation interdite;288282/288281;Rue Fondaudege, de la Rue Lhote jusqu'à la Rue du Palais Gallien (Bordeaux) Rue Lafaurie de Monbadon, de la Rue Turenne jusqu'à la Rue Huguerie (Bordeaux) Rue Lhote, de la Rue Huguerie jusqu'à la Rue Fondaudege (Bordeaux) Rue Turenne, de la Rue du Palais Gallien jusqu'à la Rue Lafaurie de Monbadon (Bordeaux) Rue du Palais Gallien, de la Rue Fondaudege jusqu'à la Rue Turenne (Bordeaux)/Rue Huguerie, de la Rue Lhote jusqu'au 33 (Bordeaux);227761
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.232062;232062;152145;BORDEAUX;2024-06-03;2025-06-14;24BORAJPT12013;EMPRISE;"Mesure libre circulation;Neutralisation de voie";293732;du 135 au 137 Boulevard du Président Franklin Roosevelt (Bordeaux);232062
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.230045;230045;149196;BORDEAUX;2024-05-21;2025-05-31;24BORAJPT10484;EMPRISE;"Circulation interdite;Mise en impasse";291180;23 Rue du Pont de la Mousque (Bordeaux);230045
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.231629;231629;6677;BORDEAUX;2024-06-08;2024-10-08;24BORAJPT11598;EMPRISE;"Circulation alternée;Mesure libre circulation";293183;Dans toutes les rues du quartier Nansouty et Saint Genès;231629
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.230603;230603;149202;BORDEAUX;2024-05-21;2025-05-31;24BORAJPT10888;EMPRISE/EMPRISE;Interdiction de stationnement,Mise en impasse;291890/291889;face au 2 rue de Marengo (Bordeaux)/rue de Marengo, entre la Place Camille Pelletan et la rue des Cordeliers;230603
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.233371;233371;144307;BORDEAUX;2024-06-19;2024-12-31;24BORAJPT13024;EMPRISE;Neutralisation de voie;295338;entre Avenue de Labarde et le Parc Des Berges;233371
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.232655;232655;151256;BORDEAUX;2024-06-17;2025-06-26;24BORAJPT12762;EMPRISE;"Circulation interdite;Mise en impasse";294508;13 Rue Michel Montaigne (Bordeaux);232655
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.233743;233743;148477;BORDEAUX;2024-06-11;2025-06-24;24BORAJPT13314;DEVIATION/EMPRISE;Déviation,Circulation interdite;295774/295773;Rue Fondaudege, de la Rue Lhote jusqu'à la Rue du Palais Gallien (Bordeaux) Rue Lafaurie de Monbadon, de la Rue Turenne jusqu'à la Rue Huguerie (Bordeaux) Rue Lhote, de la Rue Huguerie jusqu'à la Rue Fondaudege (Bordeaux) Rue Turenne, de la Rue du Palais Gallien jusqu'à la Rue Lafaurie de Monbadon (Bordeaux) Rue du Palais Gallien, de la Rue Fondaudege jusqu'à la Rue Turenne (Bordeaux)/Rue Huguerie, de la Rue Lhote jusqu'au 33 (Bordeaux);233743
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.234966;234966;91050;BORDEAUX;2024-07-10;2024-10-10;24BORAJPT14746;EMPRISE;Mesure libre circulation;297387;Quartier Bordeaux Centre Ville;234966
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242870;242870;102434;BORDEAUX;2024-09-18;2025-09-20;24BORAJPT21183;EMPRISE;Mesure libre circulation;307449;Place de Stalingrad;242870
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242872;242872;102434;BORDEAUX;2024-09-18;2025-09-20;24BORAJPT21164;EMPRISE;Mesure libre circulation;307451;Place de Stalingrad;242872
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242866;242866;102434;BORDEAUX;2024-09-18;2025-09-20;24BORAJPT21190;EMPRISE;Mesure libre circulation;307445;Place de Stalingrad;242866
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242916;242916;102434;BORDEAUX;2024-09-18;2025-09-20;24BORAJPT21196;EMPRISE;Mesure libre circulation;307507;Place de Stalingrad;242916
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242711;242711;145804;BORDEAUX;2024-09-30;2024-10-04;24BORAJPT21079;EMPRISE;Mesure libre circulation;307247;1 Place d'Armagnac;242711
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242422;242422;158826;BORDEAUX;2024-10-02;2024-10-02;24BORAJPT20795;EMPRISE/EMPRISE/DEVIATION;Interdiction de stationnement,Circulation interdite,Déviation;306891/306892/306893;du 22 au 26 Rue Honoré Picon (jusqu'à l'angle avec l'allée Serr) (Bordeaux)/Rue Honoré Picon : partie entre l'allée Serr et la rue Fourteau (Bordeaux)/Allée Serr, avenue Abadie, avenue Thiers, place de Stalingrad, vers rue Honoré Picon. (Bordeaux);242422
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242865;242865;102434;BORDEAUX;2024-09-18;2025-09-20;24BORAJPT21191;EMPRISE;Mesure libre circulation;307444;Place de Stalingrad;242865
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242619;242619;158945;BORDEAUX;2024-09-23;2024-10-11;24BORAJPT21135;EMPRISE;"Limitation de vitesse;Neutralisation de voie";307134;37 Rue du Grand Lebrun (Bordeaux);242619
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242331;242331;158773;BORDEAUX;2024-09-23;2024-10-12;24BORAJPT20919;EMPRISE;Circulation alternée;306780;au n° 501 Boulevard Alfred Daney;242331
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242835;242835;146414;BORDEAUX;2024-09-23;2024-10-23;24BORAJPT21103;DEVIATION/EMPRISE;"Déviation,Interdiction de stationnement;Neutralisation de voie;Circulation interdite";307404/307403;par la rue Duquesne, la rue Léon Bourgeois, la rue Edouad Colonne et la rue Bolivar/rue François Chambrelent (au fur et à mesure de l'avancer des travaux);242835
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.240063;240063;140774;BORDEAUX;2024-09-02;2025-09-01;24BORAJPT19090;EMPRISE;"Mesure libre circulation;Mesure libre stationnement";303956;Parvis Gattebourse, du Jardin de l'Ars jusqu'à la rue de la Louisiane et de la rue de la Louisiane jusqu'à l'allée Simone Larrieur.;240063
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.241213;241213;156543;BORDEAUX;2024-09-23;2024-10-11;24BORAJPT19949;EMPRISE;"Neutralisation de voie;Limitation de vitesse";305432;du 295 au 287 Avenue de la République (Bordeaux) pour un chantier au 295;241213
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242931;242931;159101;BORDEAUX;2024-10-07;2024-10-07;24BORAJPT21441;EMPRISE;"Limitation de vitesse;Rétrécissement de largeur de voie";307527;71 Rue Etienne Lhoste (Bordeaux);242931
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.239597;239597;157187;BORDEAUX;2024-08-26;2025-02-28;24BORAJPT18648;EMPRISE/EMPRISE/EMPRISE;Neutralisation de voie,Circulation alternée,Neutralisation de voie;303387/303385/303386;entre en face du n°58 avenue Marcel Dassault et en face du n°46 avenue Marcel Dassault côté Lac/côté ouest./avenue Marcel Dassault, entre la rue Paule Marrot et la rue des Hollandais/entre en face du n°58 avenue Marcel Dassault et en face du n°46 avenue Marcel Dassault côté Lac/côté ouest.;239597
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.238482;238482;156613;BORDEAUX;2024-09-02;2024-10-11;24BORAJPT19017;EMPRISE/EMPRISE;Mesure libre circulation,Interdiction de stationnement;301954/301955;249 Rue Malbec (Bordeaux)/du 236 au 242 Rue Malbec (Bordeaux);238482
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.239735;239735;157263;BORDEAUX;2024-09-02;2024-10-04;24BORAJPT18944;EMPRISE/EMPRISE/EMPRISE;Mise en impasse,Interruption de circulation,Interdiction de stationnement;303566/303743/303744;rue des Fours (Bordeaux), uniquement le temps du montage et démontage de l'échafaudage/du 17 au 19 rue des Fours (Bordeaux), entre 9h00 et 11h00/Rue des Fours (Bordeaux);239735
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.240182;240182;157508;BORDEAUX;2024-09-09;2024-10-04;24BORAJPT19265;EMPRISE;Rétrécissement de largeur de voie;304115;Cours de l'Intendance (Bordeaux);240182
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.241001;241001;128765;BORDEAUX;2024-09-16;2024-10-04;24BORAJPT19776;EMPRISE/EMPRISE/DEVIATION;"Interdiction de stationnement,Circulation interdite;Interdiction de stationnement,Déviation";305170/305169/305171;26 Rue Reinette (Bordeaux)/De la rue Reinette au 24 Rue Jules Verne (Bordeaux)/Avenue Thiers , rue du Capitaine Ferrand, rue Roturier, rue Baudry Lacantinerie vers Jules Verne (Bordeaux);241001
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242727;242727;159001;BORDEAUX;2024-10-08;2024-10-31;24BORAJPT21042;DEVIATION/EMPRISE;Déviation,Circulation interdite;307266/307265;Rue Cardinal Richaud direction cour Charles Bricaud/Rue Germaine Tailleferre (Bordeaux);242727
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242184;242184;158667;BORDEAUX;2024-09-23;2024-10-31;24BORAJPT20644;EMPRISE;"Mise en impasse;Circulation interdite";306598;1 Rue de la Ville de Mirmont (Bordeaux);242184
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242760;242760;149809;BORDEAUX;2024-09-30;2024-10-18;24BORAJPT21071;EMPRISE/EMPRISE;Circulation interdite,Interdiction de stationnement;307304/307303;Cité Antoine Dupuch/du 25 au 31 cité Antoine Dupuch;242760
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.241664;241664;158375;BORDEAUX;2024-10-01;2024-10-07;24BORAJPT20298;EMPRISE/EMPRISE/DEVIATION/EMPRISE;Neutralisation de voie,Mise en impasse,Déviation,Mise en impasse;305988/305991/305996/305990;Place des Capucins (Bordeaux), entre la rue du Hamel et la rue Clare/place des Capucins (Bordeaux), entre le Marché et la rue du Hamel/rue du Hamel, rue Saumenude, rue Clare/rue du Hamel (Bordeaux), entre la rue Saumenude et la place des Capucins;241664
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.241809;241809;158457;BORDEAUX;2024-09-23;2024-10-11;24BORAJPT20346;EMPRISE/EMPRISE/EMPRISE;"Rétrécissement de largeur de voie;Limitation de vitesse,Neutralisation de voie,Neutralisation de voie;Rétrécissement de largeur de voie;Limitation de vitesse";306168/306169/306170;26 Avenue de la République (Bordeaux) angle Rue de la Liberté/Avenue de la République (Bordeaux)/Avenue Bel Air (Bordeaux);241809
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.241491;241491;149642;BORDEAUX;2024-09-16;2025-10-04;24BORAJPT20322;EMPRISE/EMPRISE;"Mesure libre circulation;Interdiction de stationnement,Mise en impasse";305772/305993;Rue de New York (3 jours dans la période)/au n° 2 rue de New York (3 jours dans la période);241491
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.238475;238475;156610;BORDEAUX;2024-09-02;2024-10-11;24BORAJPT19025;EMPRISE/EMPRISE;Interdiction de stationnement,Mesure libre circulation;301944/301943;du supposé 32 Passage Cairon jusqu'à l'intersection du boulevard du Président Franklin Roosevelt (Bordeaux)/au supposé 37 Passage Cairon (Bordeaux);238475
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.241820;241820;158466;BORDEAUX;2024-09-27;2024-10-04;24BORAJPT20528;EMPRISE/EMPRISE;Interdiction de stationnement,Neutralisation de voie;306182/306183;face au 7 Rue Lachassaigne/7 Rue Lachassaigne;241820
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.239116;239116;156933;BORDEAUX;2024-08-26;2024-10-11;24BORAJPT18233;EMPRISE;Interdiction de stationnement;302768;27 Rue C et W Booth, côté impair, entre le 25 (résidence) et le 1 rue Professeur Timothée Pièchaud;239116
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.241973;241973;149346;BORDEAUX;2024-09-23;2024-10-04;24BORAJPT20480;EMPRISE;"Interdiction de stationnement;Circulation interdite;Mise en impasse";306358;Rue Prunier, de la Rue du Jardin Public jusqu'au Cours Saint Louis (Bordeaux);241973
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.241447;241447;92516;BORDEAUX;2024-09-23;2025-02-21;24BORAJPT20429;EMPRISE;"Neutralisation de voie;Mesure libre circulation";305721;- Barrière de Toulouse (sur 50 mètres de part et d'autre du croisement) -- - Barrière Saint Genès (sur 50 mètres de part et d'autre du croisement) -- - Place Nansouty -- - Rue de Pessac angle rue Villedieu;241447
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242330;242330;158774;BORDEAUX;2024-09-23;2024-10-04;24BORAJPT20920;EMPRISE/DEVIATION;Circulation interdite,Déviation;306778/306779;Echangeur du Jonc (Bordeaux)/Avenue des Francais Libres et l'avenue des 40 journaux;242330
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242665;242665;153706;BORDEAUX;2024-09-23;2024-10-04;24BORAJPT21014;EMPRISE;"Interdiction de stationnement;Limitation de vitesse;Rétrécissement de largeur de voie;Circulation alternée";307184;du 9 au 11 Rue Hector Berlioz (Bordeaux) au droit et en face pour un chantier au 11;242665
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242868;242868;102434;BORDEAUX;2024-09-18;2025-09-20;24BORAJPT21187;EMPRISE;Mesure libre circulation;307447;Place de Stalingrad;242868
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.240485;240485;157660;BORDEAUX;2024-09-16;2024-10-04;24BORAJPT19570;EMPRISE/EMPRISE;Neutralisation de voie,Neutralisation de voie;304533/304532;8 Rue Nicolas Beaujon (Bordeaux)/161 Rue Croix de Seguey (Bordeaux);240485
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.241522;241522;158274;BORDEAUX;2024-09-16;2024-10-14;24BORAJPT20182;EMPRISE;"Circulation alternée;Neutralisation de voie;Interdiction de stationnement";305812;au n°20 bis rue Armand Dulamon;241522
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.241726;241726;158410;BORDEAUX;2024-09-23;2024-10-05;24BORAJPT20302;EMPRISE/DEVIATION;Mise en impasse,Déviation;306060/306063;51 rue de la Fusterie (Bordeaux), jusqu'à la rue Maubec/rue des Faures, cours Victor Hugo, Quai des Salinières, rue Maubec;241726
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242810;242810;158986;BORDEAUX;2024-10-11;2024-10-11;24BORAJPT21126;DEVIATION/EMPRISE;"Déviation,Circulation interdite;Mise en impasse";307370/307369;Rue Jeanne , rue Rosny jusqu'à l'avenue du General Leclerc/Rue Jeanne, de la Rue de Rosny jusqu'à la Rue du Parc (Bordeaux) Rue du Parc, de la Rue Jeanne jusqu'à l'Avenue du Général Leclerc (Bordeaux);242810
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242874;242874;102434;BORDEAUX;2024-09-18;2025-09-20;24BORAJPT21161;EMPRISE;Mesure libre circulation;307453;Place de Stalingrad;242874
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242322;242322;142419;BORDEAUX;2024-10-01;2025-02-28;24BORAJPT20842;EMPRISE;"Limitation de vitesse;Circulation alternée;Neutralisation de voie";306770;168 Avenue Louis Barthou (Bordeaux);242322
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.238353;238353;153651;BORDEAUX;2024-08-26;2024-10-04;24BORAJPT17755;EMPRISE/DEVIATION/EMPRISE/EMPRISE/EMPRISE/EMPRISE/DEVIATION/EMPRISE;"Interdiction de tourner,Déviation,Circulation alternée;Limitation de vitesse;Interdiction de stationnement;Neutralisation de voie,Limitation de vitesse;Interdiction de stationnement;Sens interdit (ou sens unique);Neutralisation de voie,Interdiction de stationnement;Neutralisation de voie;Limitation de vitesse,Interdiction de stationnement;Limitation de vitesse;Neutralisation de voie,Déviation,Interdiction de stationnement;Limitation de vitesse;Circulation interdite";301791/301794/301796/301790/301792/301797/301795/301793;Rue Monneron (Bordeaux)/Avenue Alsace Lorraine, de la Rue de la Tour d'Auvergne jusqu'à la Rue Monneron et la rue de l'Ecole Normale/du 113 au 103 Avenue Alsace Lorraine, au droit et en face/Rue de l'Ecole Normale, de la Rue Alfred Poirier jusqu'à la Rue Robert d'Ennery (Bordeaux)/Rue Victor Hugo, de la Rue de l'Ecole Normale jusqu'à l'Avenue Alsace Lorraine (Bordeaux)/face au 21 Rue des Girondins jusqu'à l'avenue Alsace Lorraine, au droit et en face/Avenue Alsace Lorraine, de la Rue de la Tour d'Auvergne jusqu'à la Rue Kléber et rue de l'Ecole Normale/Rue de la Tour d'Auvergne, de l'Avenue Alsace Lorraine jusqu'à la Rue de l'Ecole Normale (Bordeaux);238353
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.240197;240197;157503;BORDEAUX;2024-09-02;2024-10-04;24BORAJPT19225;EMPRISE/EMPRISE/EMPRISE;Circulation interdite,Interdiction de stationnement,Sens interdit (ou sens unique);304138/304137/304139;Rue Georges Boubes/du 12 au 24 rue Georges Boubes/Rue Albert Marquet, de la rue Georges Boubes jusqu'à la rue Camille Saint-Saëns (Bordeaux);240197
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.238744;238744;155265;BORDEAUX;2024-09-02;2024-10-02;24BORAJPT17855;EMPRISE;"Interdiction de stationnement;Neutralisation de voie";302289;Avenue Abadie (Bordeaux) Rue Raymond Lavigne (Bordeaux) 88BIS Rue Gustave Carde (Bordeaux);238744
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.240806;240806;156779;BORDEAUX;2024-09-28;2024-10-11;24BORAJPT19873;EMPRISE;Rétrécissement de largeur de voie;304935;3 Rue des Remparts (Bordeaux);240806
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.241834;241834;158478;BORDEAUX;2024-09-16;2024-10-11;24BORAJPT20367;EMPRISE;Circulation interdite;306200;Rue du Jardin Public du n° 260 au n° 329;241834
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.240585;240585;125835;BORDEAUX;2024-09-11;2025-03-10;24BORAJPT19488;EMPRISE;Circulation interdite;304654;Allée des Peupliers, de la Rue Laplacette jusqu'à la Rue Sainte-Monique (Bordeaux);240585
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.241146;241146;157361;BORDEAUX;2024-09-21;2024-10-20;24BORAJPT19915;DEVIATION/EMPRISE;"Déviation,Circulation interdite;Mise en impasse";305357/305356;Rue Kieser - Rue de la Benatte - Rue Cotrel/79 Rue Jean Soula (Bordeaux);241146
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.240181;240181;148250;BORDEAUX;2024-08-26;2024-10-04;24BORAJPT19282;EMPRISE/EMPRISE/EMPRISE/EMPRISE/EMPRISE/EMPRISE/DEVIATION/EMPRISE;"Mesure libre circulation,Neutralisation de voie;Interdiction de stationnement,Neutralisation de voie;Interdiction de stationnement,Circulation interdite,Circulation inversée;Circulation interdite,Mise en impasse;Mesure libre circulation,Déviation,Mesure libre circulation";304113/304110/304111/304107/304112/304109/304108/304114;Rue des Maraichers, intersection avec la rue Carle Vernet (Bordeaux)/Rue Carle Vernet, de la rue Léon Paillère au droit de la déchetterie/Rue Carle Vernet (Bordeaux)/Rue Carle Vernet, entre la rue Léon Paillère et la rue des Maraichers/Rue Carle Vernet, partie comprise entre la rue Léon Paillère et la rue des Maraichers (Bordeaux)/Allée de l'Ars/Rue des Maraichers, Boulevard des frères Moga, Boulevard Jean-Jacques Bosc et rue Léon Paillère dans un sens et rue Carle Vernet, rue Léon Jouhaux, Boulevard Jean-Jacques Bosc, Boulevard des frères Moga et rue des Maraichers dans l'autre sens./Carrefour Carle Vernet - Léon Pallière, accès à la Tour Hypérion (via la plateforme du Tramway);240181
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243250;243250;159243;BORDEAUX;2024-10-03;2024-10-11;24BORAJPT21456;EMPRISE;"Neutralisation de voie;Interdiction de stationnement";307919;Rue Maréchal Niel, du Quai des Queyries jusqu'à la Rue Semillon (Bordeaux);243250
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243174;243174;152613;BORDEAUX;2024-10-07;2024-10-18;24BORAJPT21496;EMPRISE/EMPRISE/DEVIATION/EMPRISE;Interdiction de stationnement,Mise en impasse,Déviation,Neutralisation de voie;307825/307826/307828/307827;du 11 au 7 Rue du Portail (Bordeaux)/des rues depuis le carrefour rue du Portail, angle rue Berrouet (Bordeaux)/Rue du Port, rue Carpenteyre, rue Porte de la Monnaie (Bordeaux)/Rue du Portail, intersection rue Berrouet (Bordeaux);243174
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243357;243357;159293;BORDEAUX;2024-10-09;2024-10-09;24BORAJPT21566;EMPRISE;"Mise en impasse;Interdiction de stationnement;Circulation interdite";308055;Passage Bernard Jabouin (Bordeaux);243357
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243068;243068;159167;BORDEAUX;2024-10-02;2024-10-11;24BORAJPT21344;EMPRISE;Neutralisation de voie;307694;25 place de la Victoire, contre allée (Bordeaux);243068
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243490;243490;159342;BORDEAUX;2024-10-13;2024-10-18;24BORAJPT21657;EMPRISE;Neutralisation de voie;308222;55 Rue Charles Chaigneau (Bordeaux);243490
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242185;242185;158693;BORDEAUX;2024-09-23;2024-10-11;24BORAJPT20591;EMPRISE;Circulation alternée;306599;Rue Jean Samazeuilh;242185
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243816;243816;157471;BORDEAUX;2024-10-01;2024-10-04;24BORAJPT21915;EMPRISE/EMPRISE;Circulation interdite,Mise en impasse;308634/308635;Passage Feger (Bordeaux)/Rue Cantemerle (Bordeaux);243816
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243497;243497;159353;BORDEAUX;2024-10-16;2024-10-16;24BORAJPT21846;EMPRISE;"Interruption de circulation;Mise en impasse";308238;85 Rue Fieffe (Bordeaux);243497
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243224;243224;159227;BORDEAUX;2024-10-11;2024-10-11;24BORAJPT21479;EMPRISE;"Rétrécissement de largeur de voie;Limitation de vitesse;Interdiction de stationnement;Circulation alternée";307892;36 Rue Poujeau (Bordeaux);243224
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243126;243126;159103;BORDEAUX;2024-09-26;2024-10-04;24BORAJPT21402;EMPRISE;Neutralisation de voie;307766;86 Boulevard Godard (Bordeaux);243126
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243020;243020;156504;BORDEAUX;2024-09-30;2024-10-18;24BORAJPT21360;EMPRISE;"Rétrécissement de largeur de voie;Interdiction de stationnement;Neutralisation de voie";307628;du 182 au 190 Rue David Johnston (Bordeaux);243020
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243054;243054;159163;BORDEAUX;2024-11-04;2024-12-03;24BORAJPT21429;EMPRISE;"Rétrécissement de largeur de voie;Interdiction de stationnement";307676;face au 43 Rue Kléber (Bordeaux);243054
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243132;243132;159191;BORDEAUX;2024-10-02;2024-10-11;24BORAJPT21616;EMPRISE;"Interdiction de stationnement;Mesure libre circulation";307778;Rue Général de Larminat et rue d'Ornano, de la rue Redon jusqu'à la rue Heron;243132
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243393;243393;145789;BORDEAUX;2024-10-14;2024-10-25;24BORAJPT21827;EMPRISE;"Circulation alternée;Neutralisation de voie";308103;Rue des Terres de Borde, partie comprise entre le pont en U et le n°56;243393
_726a2646-9073-11eb-97a2-135c120f17f7.208244;208244;140012;BORDEAUX;2023-10-02;2025-03-01;23BORPT24537;EMPRISE/EMPRISE;Circulation inversée,Mesure libre circulation;263990/263991;angle rue Marcel Pagnol et rue Bourbon/Rue Bourbon déplacer la PMR provisoire au droit du 136;208244
_726a2646-9073-11eb-97a2-135c120f17f7.208256;208256;140012;BORDEAUX;2023-10-02;2025-03-01;23BORPT24536;EMPRISE;Mesure libre stationnement;264003;angle Rue Marcel Pagnol et Rue Bourbon;208256
_726a2646-9073-11eb-97a2-135c120f17f7.227686;227686;150889;BORDEAUX;2024-04-24;2024-10-24;24BORAJPT08645;EMPRISE;"Rétrécissement de largeur de voie;Interdiction de stationnement";288179;du 67 au 69 Avenue du Général Leclerc (Bordeaux);227686
_726a2646-9073-11eb-97a2-135c120f17f7.231208;231208;145947;BORDEAUX;2024-06-01;2024-12-31;24BORAJPT11288;EMPRISE/EMPRISE;Interdiction de stationnement,Neutralisation de voie;292676/292677;Cours de l'Intendance, de la Rue Voltaire jusqu'à la Rue Martignac (Bordeaux)/21 Cours de l'Intendance (Bordeaux);231208
