gml_id;GID;RS_CHANTIER;COMMUNE;DATE_DEBUT;DATE_FIN;NUMERO_ACTE;TYPE_EMPRISE;MES_LIBELLE;GID_EMPRISE;LOCALISATION_EMPRISE;gid_acte
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242311;242311;158770;BORDEAUX;2024-09-23;2025-02-21;24BORAJPT20706;EMPRISE;"Mesure libre circulation;Neutralisation de voie";306759;- Place de la Victoire - Place du Cardinal Donnet -- - Place des Capucins -- - Place Saint-Michel -- - Place Ferdinand Buisson -- - Quai de Paludate -- - Quai des Graves -- - Cours Victor Hugo, angle rue Sainte-Catherine (sur 50 mètres de part et d'autre du croisement) -- - Barrière Jean Jacques Bosc Angle rue Léon Paillère (sur 50 mètres de part et d'autre du croisement) -- - Barrière de Bègles (sur 50 mètres de part et d'autre du croisement) -- - Gare Saint-Jean;242311
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.239319;239319;143312;BORDEAUX;2024-09-01;2024-11-30;24BORAJPT18383;EMPRISE/DEVIATION;Circulation interdite,Déviation;303027/303028;du n°2 Rue du Jonc au n°14 Rue du Jonc/pour les véhicules arrivant de l' Avenue de Laroque prendre la rue Joseph Lépine . -- Pour les véhicules arrivant de la rue Ragoneau prendre la rue Jacques Thibault .;239319
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.240993;240993;154317;BORDEAUX;2024-09-16;2024-10-04;24BORAJPT20761;;;;;240993
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242096;242096;158646;BORDEAUX;2024-09-23;2024-10-04;24BORAJPT20683;EMPRISE;"Circulation interdite;Mise en impasse;Interdiction de stationnement";306493;Impasse de la Prairie (Bordeaux);242096
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.240692;240692;155248;BORDEAUX;2024-09-16;2025-09-21;24BORAJPT19744;EMPRISE/DEVIATION;"Circulation interdite;Sens interdit (ou sens unique),Déviation";304786/304787;Rue Paulin, de la Rue Rosa Bonheur jusqu'à la Rue Fondaudege (Bordeaux)/Rue Croix de Seguey - Rue Calve - Rue Rosa Bonheur;240692
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242240;242240;158721;BORDEAUX;2024-09-23;2024-12-13;24BORAJPT20627;DEVIATION/EMPRISE;Déviation,Interdiction de stationnement;306670/306669;avenue Jean Gabriel Domergue direction le cour Charles Bricaud/Avenue Marcel Dassault entre l'avenue des 40 journaux et le pont des hotels;242240
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.241383;241383;158205;BORDEAUX;2024-09-23;2024-10-11;24BORAJPT20274;EMPRISE;"Neutralisation de voie;Mesure libre circulation";305639;210 Rue Judaïque;241383
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.240603;240603;95197;BORDEAUX;2024-09-10;2025-03-07;24BORAJPT19521;EMPRISE;"Neutralisation de voie;Mesure libre circulation";304674;Boulevards du Président Franklin Roosevelt, George V et Albert 1 er;240603
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.241737;241737;158410;BORDEAUX;2024-10-07;2024-10-19;24BORAJPT20306;EMPRISE/DEVIATION;Mise en impasse,Déviation;306075/306076;13 contre-allée Quai des Salinières/rue Maubec, rue de la Fusterie, cours Victor Hugo, place Bir Hakeim, Quai des Salinières;241737
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.240705;240705;157768;BORDEAUX;2024-09-05;2025-05-04;24BORAJPT19857;EMPRISE;"Interdiction de stationnement;Neutralisation de voie";304800;du n°74 au n°78 allée de Boutaut;240705
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.240093;240093;136982;BORDEAUX;2024-09-01;2024-10-31;24BORAJPT19106;EMPRISE/EMPRISE;Neutralisation de voie,Interdiction de stationnement;303993/303994;du 1 au 3 Rue de Bègles (Bordeaux)/Rue de Bègles, du Cours de l'Yser jusqu'au 3 (Bordeaux);240093
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243027;243027;130639;BORDEAUX;2024-09-21;2024-12-19;24BORAJPT21315;EMPRISE/EMPRISE/EMPRISE;Interdiction de stationnement,Mesure libre circulation,Interdiction de stationnement;307639/307637/307638;1 Rue Succursale (Bordeaux) 50 Rue Millière (Bordeaux)/16 Rue Succursale (Bordeaux)/du 13 au 19 Rue Succursale (Bordeaux);243027
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243227;243227;154223;BORDEAUX;2024-10-28;2024-11-02;24BORAJPT21553;EMPRISE;"Interdiction de stationnement;Mise en impasse";307895;du n°7 rue Destanque jusqu'à la rue Sauvageon (2 jours dans la période);243227
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243182;243182;159211;BORDEAUX;2024-09-30;2024-10-14;24BORAJPT21446;EMPRISE;"Neutralisation de voie;Limitation de vitesse;Circulation alternée";307836;248 Avenue du Maréchal de Lattre de Tassigny au droit et en face;243182
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243234;243234;159230;BORDEAUX;2024-10-14;2024-10-18;24BORAJPT21515;EMPRISE;Neutralisation de voie;307903;79 - 148 cours de la Marne (Bordeaux);243234
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243424;243424;152759;BORDEAUX;2024-07-29;2024-10-31;24BORAJPT21573;EMPRISE;Rétrécissement de largeur de voie;308141;Avenue des Quarante Journaux;243424
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243248;243248;159242;BORDEAUX;2024-09-30;2024-10-26;24BORAJPT21458;EMPRISE;"Neutralisation de voie;Interdiction de stationnement";307917;73 Avenue Thiers (Bordeaux);243248
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243312;243312;159275;BORDEAUX;2024-10-06;2024-10-12;24BORAJPT21633;EMPRISE;"Rétrécissement de largeur de voie;Limitation de vitesse;Neutralisation de voie";308000;80 Rue de l'Ecole Normale (Bordeaux);243312
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.240737;240737;156884;BORDEAUX;2024-09-23;2024-10-11;24BORAJPT19720;EMPRISE;Interdiction de stationnement;304852;du 12 au 16 Rue Levieux;240737
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243283;243283;158838;BORDEAUX;2024-10-05;2024-10-11;24BORAJPT21569;EMPRISE/EMPRISE;Interdiction de stationnement,Neutralisation de voie;307966/307965;face au 51 au 55 Rue de Macau/Rue de Macau , dans le sens Rue Mandron à la Rue de Rivière (Bordeaux);243283
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243256;243256;159246;BORDEAUX;2024-10-21;2024-11-02;24BORAJPT21596;DEVIATION/EMPRISE;"Déviation,Circulation interdite;Interdiction de stationnement";307930/307929;Rue de la Rotonde (Bordeaux) ou de la rue Gustave Carde vers la rue Gustave Carde et la rue Raymond lavigne/Rue Hortense, de la Rue de la Rotonde jusqu'au Quai des Queyries (Bordeaux);243256
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243192;243192;159212;BORDEAUX;2024-10-10;2024-10-10;24BORAJPT21500;EMPRISE;"Mise en impasse;Interruption de circulation";307852;22 Rue Carpenteyre (Bordeaux);243192
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243383;243383;159305;BORDEAUX;2024-11-04;2025-01-04;24BORAJPT21630;EMPRISE;"Interdiction de stationnement;Neutralisation de voie";308092;du 17 au 19 Rue Nadeau au droit et en face pour un chantier au 18;243383
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242169;242169;158688;BORDEAUX;2024-09-23;2024-10-14;24BORAJPT20592;EMPRISE;Circulation alternée;306578;Rue Samuel Kirsz (Bordeaux);242169
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243556;243556;155020;BORDEAUX;2024-10-03;2024-10-11;24BORAJPT21706;EMPRISE/EMPRISE;Neutralisation de voie,Interdiction de stationnement;308311/308312;50 Rue Pomme d'Or (Bordeaux)/du 51 au 53 Rue Pomme d'Or (Bordeaux);243556
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.242834;242834;159045;BORDEAUX;2024-09-27;2024-10-11;24BORAJPT21414;EMPRISE;"Interdiction de stationnement;Circulation interdite;Mise en impasse";307402;Avenue Emile Counord, de la Place Ravesies jusqu'à la Rue Julien Manès (Bordeaux);242834
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243804;243804;159378;BORDEAUX;2024-10-14;2024-10-28;24BORAJPT21952;;;;;243804
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243107;243107;149092;BORDEAUX;2024-10-07;2024-10-18;24BORAJPT21464;DEVIATION/EMPRISE;"Déviation,Mise en impasse;Neutralisation de voie;Interdiction de stationnement";307745/307744;Rue de Candale, rue Paul Broca (Bordeaux)/du face au 1 jusqu'au face au 5 rue David Gradis (Bordeaux);243107
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243232;243232;159229;BORDEAUX;2024-09-30;2024-10-14;24BORAJPT21476;EMPRISE;"Circulation alternée;Limitation de vitesse;Neutralisation de voie";307901;à l'intersection de l'Avenue du Maréchal de Lattre de Tassigny et de la Rue Jude -- à l'intersection de l'Avenue du Maréchal de Lattre de Tassigny, de la rue Gabriel Léglise et de la rue Soubiras -- à l'intersection de l'Avenue du Maréchal de Lattre de Tassigny et de la rue des Pins Francs;243232
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.243583;243583;144944;BORDEAUX;2024-10-14;2024-10-18;24BORAJPT21773;;;;;243583
_726a2646-9073-11eb-97a2-135c120f17f7.164828;164828;115020;BORDEAUX;2022-07-07;2024-12-31;22BORPT15775;EMPRISE/EMPRISE;Mesure libre circulation,Mesure libre circulation;209886/209887;Quai de Brienne entrée de la rue de la Louisiane/Boulevard Jean-Jacques Bosc;164828
_726a2646-9073-11eb-97a2-135c120f17f7.208309;208309;140034;BORDEAUX;2023-10-02;2024-10-02;23BORPT23163;EMPRISE/EMPRISE/EMPRISE;Mesure libre stationnement,Mesure libre stationnement,Circulation inversée;264080/264081/264079;21 rue Marcel Pagnol/138 Rue Bourbon/entre la rue Boileau et la rue Marcel Pagnol;208309
_726a2646-9073-11eb-97a2-135c120f17f7.232299;232299;149125;BORDEAUX;2025-05-27;2025-06-28;24BORAJPT12604;DEVIATION/EMPRISE/EMPRISE;"Déviation,Interdiction de tourner,Interdiction de stationnement;Neutralisation de voie;Interdiction de tourner;Sens interdit (ou sens unique)";294039/294040/294038;Allée Haussmann, de la place Ravesies jusqu'au rond-point de Fukuoka Cours du Médoc, de la rue Gaston Marchou jusqu'à la place Ravesies Place Ravesies, du cours du Médoc jusqu'à l'allée Haussmann/Cours du Médoc à l'intersection de la Rue Gaston Marchou/Rue Gaston Marchou, du cours du Médoc jusqu'au rond-point de Fukuoka;232299
_726a2646-9073-11eb-97a2-135c120f17f7.230849;230849;140597;BORDEAUX;2024-05-27;2024-11-15;24BORAJPT11168;EMPRISE/DEVIATION/EMPRISE;"Interdiction de stationnement,Déviation,Mesure libre circulation;Mesure libre stationnement";292221/292224/292222;36 Rue du Professeur Devaux (Bordeaux)/Une déviation est instauré à chaque phase avec fermeture de voie./rue du Professeur Devaux de la rue Léon Jouhaux à la rue Léon Paillère selon les phasages et l'avancée du chantier;230849
_726a2646-9073-11eb-97a2-135c120f17f7.236781;236781;151745;BORDEAUX;2024-08-05;2024-10-31;24BORAJPT16319;EMPRISE/EMPRISE/EMPRISE/EMPRISE/EMPRISE/EMPRISE/EMPRISE;"Circulation interdite;Mise en impasse,Interdiction de stationnement;Circulation interdite,Circulation interdite;Mise en impasse,Circulation interdite;Mise en impasse,Mise en impasse;Circulation interdite,Circulation interdite;Mise en impasse,Circulation interdite";299910/299768/299769/299951/299766/299770/299909;Rue Lagrange de Rue Albert Pitres à Place Henri Barckhausen/Place Henri Barckhausen/Rue Guadet de la Rue Albert Pitres à la Place Henri Barckhausen/Rue Frere de la Rue Saint Hubert à la Place Henri Barckhausen/Rue Lagrange de Rue de Verlaine à Place Barckhausen/Rue Frere de la Rue Catros à la Rue Lagrange/Rue Lagrange au droit de la Place Henri Barckhausen;236781
_726a2646-9073-11eb-97a2-135c120f17f7.235983;235983;155108;BORDEAUX;2024-08-05;2025-08-23;24BORAJPT16026;DEVIATION/EMPRISE;"Déviation,Interdiction de stationnement;Mise en impasse";298721/298720;1/rue Pelleport, rue Amédée St Germain, rue de Bègles, rue Pelleport, rue d'Aubidey (Bordeaux) 2/ rue Lefol, rue d'Agen, rue Aubidey, rue Bauducheu (Bordeaux)/Rue d'Agen, de la rue d'Aubidey jusqu'à la rue Billaudel et depuis rue Lefol (Bordeaux);235983
_726a2646-9073-11eb-97a2-135c120f17f7.235691;235691;154706;BORDEAUX;2024-06-01;2025-06-24;24BORAJPT15242;EMPRISE;Neutralisation de voie;298326;"Avenue de Labarde (face à l'entreprise ""Ecotel"")";235691
_726a2646-9073-11eb-97a2-135c120f17f7.237077;237077;155810;BORDEAUX;2024-07-11;2025-06-30;24BORAJPT16607;EMPRISE;"Limitation de vitesse;Neutralisation de voie";300153;93 Avenue du Général Leclerc (Bordeaux) du 88 au 90 Avenue du Général Leclerc (Bordeaux);237077
_726a2646-9073-11eb-97a2-135c120f17f7.240519;240519;123341;BORDEAUX;2024-09-09;2025-03-07;24BORAJPT19446;EMPRISE;"Mesure libre circulation;Neutralisation de voie;Interdiction de stationnement";304576;Boulevard Antoine Gautier Boulevard Georges Pompidou Boulevard Maréchal Leclerc Rue Général de Larminat Rue d'Ornano Boulevard George V, du Boulevard Maréchal Leclerc jusqu'au Cours du Maréchal Gallieni ( Barrière de Pessac );240519
_726a2646-9073-11eb-97a2-135c120f17f7.240390;240390;156212;BORDEAUX;2024-09-16;2024-10-04;24BORAJPT19349;EMPRISE;"Limitation de vitesse;Interdiction de stationnement;Circulation alternée;Rétrécissement de largeur de voie";304410;du 16 au 21 Allée Davezac (Bordeaux) au droit et en face;240390
_726a2646-9073-11eb-97a2-135c120f17f7.242914;242914;159090;BORDEAUX;2024-10-14;2024-12-14;24BORAJPT21219;EMPRISE;"Limitation de vitesse;Neutralisation de voie;Circulation alternée";307505;87 Avenue Louis Barthou (Bordeaux);242914
_726a2646-9073-11eb-97a2-135c120f17f7.238465;238465;156606;BORDEAUX;2024-08-19;2024-10-18;24BORAJPT17891;EMPRISE;Interdiction de stationnement;301932;du 24 au 28 Rue François Daunes;238465
_726a2646-9073-11eb-97a2-135c120f17f7.242741;242741;158851;BORDEAUX;2024-09-23;2024-11-22;24BORAJPT21052;EMPRISE;"Interdiction de stationnement;Mise en impasse;Circulation interdite";307282;Rue Minvielle, du Cours Portal jusqu'à la Rue Ramonet (Bordeaux) du 2 au 28 Rue Pomme d'Or (Bordeaux);242741
_726a2646-9073-11eb-97a2-135c120f17f7.242424;242424;92773;BORDEAUX;2024-10-01;2024-10-31;24BORAJPT20759;EMPRISE/EMPRISE;Interdiction de stationnement,Rétrécissement de largeur de voie;306896/306895;face au 15 jusqu'à face au 19 Place Charles Gruet/du 15 au 17 Place Charles Gruet (Bordeaux);242424
_726a2646-9073-11eb-97a2-135c120f17f7.240088;240088;157463;BORDEAUX;2024-09-02;2024-11-02;24BORAJPT19135;EMPRISE;"Interdiction de stationnement;Limitation de vitesse;Circulation alternée;Rétrécissement de largeur de voie";303988;Place Gabriel Faure (Bordeaux)/ Rue Camille Saint Saêns du 5 au 25 au droit et en face;240088
_726a2646-9073-11eb-97a2-135c120f17f7.239248;239248;61035;BORDEAUX;2024-08-08;2025-08-07;24BORAJPT18328;EMPRISE;Circulation interdite;302942;Rue du Tri Postal, de la Promenade des Forges jusqu'à 30m avant la Rue Carle Vernet (Bordeaux);239248
_726a2646-9073-11eb-97a2-135c120f17f7.240355;240355;154573;BORDEAUX;2024-09-14;2024-11-15;24BORAJPT19458;EMPRISE;"Circulation interdite;Mise en impasse;Interdiction de stationnement";304363;Rue Pomme d'Or (Bordeaux);240355
_726a2646-9073-11eb-97a2-135c120f17f7.240818;240818;149515;BORDEAUX;2024-10-01;2024-10-31;24BORAJPT19871;EMPRISE;Rétrécissement de largeur de voie;304949;du 2 au 8 Rue des Caperans;240818
_726a2646-9073-11eb-97a2-135c120f17f7.239508;239508;153389;BORDEAUX;2024-09-02;2024-10-27;24BORAJPT19273;EMPRISE/EMPRISE;"Interdiction de stationnement;Circulation interdite,Circulation alternée;Neutralisation de voie";303266/303265;Impasse Sale (Bordeaux) Rue Lajarte (Bordeaux) Rue Mercière (Bordeaux) Rue Pascal Mothes (Bordeaux) Place Nansouty, du Cours de la Somme jusqu'au Cours de l'Yser (contre allée) Rue Lafontaine, du Cours de la Somme jusqu'à la Rue Kleber (Bordeaux)/Cours de la Somme (Bordeaux);239508
_726a2646-9073-11eb-97a2-135c120f17f7.242167;242167;155407;BORDEAUX;2024-09-16;2024-10-18;24BORAJPT20610;EMPRISE/EMPRISE/EMPRISE;"Interdiction de stationnement;Circulation interdite,Circulation interdite,Mesure libre circulation";306574/306575/306576;Place Amédée Larrieu, du 16 jusqu'à la rue de Pessac/Rue Louis Mie/Rue du Tondu, de la rue Louis Mie jusqu'à la rue de Belfort;242167
_726a2646-9073-11eb-97a2-135c120f17f7.240243;240243;155407;BORDEAUX;2024-09-02;2024-10-18;24BORAJPT19241;EMPRISE/EMPRISE;"Circulation interdite;Neutralisation de voie;Interdiction de stationnement,Circulation interdite;Neutralisation de voie;Interdiction de stationnement";304193/304192;Rue de Navarre, de la Rue de Belfort jusqu'à la Rue du Tondu/Rue de Navarre, de la Rue de Pessac jusqu'à la Rue de Belfort;240243
_726a2646-9073-11eb-97a2-135c120f17f7.239579;239579;157182;BORDEAUX;2024-09-02;2024-10-25;24BORAJPT18621;EMPRISE;Rétrécissement de largeur de voie;303363;61 Cours de l'Intendance (Bordeaux);239579
_726a2646-9073-11eb-97a2-135c120f17f7.238908;238908;145087;BORDEAUX;2024-09-30;2024-11-29;24BORAJPT19569;EMPRISE/DEVIATION/EMPRISE;"Interdiction de stationnement,Déviation,Neutralisation de voie;Mise en impasse";302500/302502/302501;rue Donissan, rue Sauteyron, place de la Victoire, impasse Soubiran du 48 au 52 rue Villedieu rue Louis Liard du 14 à rue René Roy de Clotte, du 21 au 39 rue Roy de Clotte, rue Clément du 60 au cours de l'Argonne, du 20 au 24 rue Leberthon, du 12 au 26 et du 25 au 13 rue Millière --/Rue Donissan (Bordeaux)/rue Donissan, rue Sauteyron, rue Louis Liard, rue René Roy de Clotte, rue Villedieu, rue Clément, Impasse Soubiran, place de la Victoire angle rue Sauteyron (Bordeaux);238908
_726a2646-9073-11eb-97a2-135c120f17f7.238490;238490;156616;BORDEAUX;2024-08-19;2024-10-18;24BORAJPT17880;EMPRISE;Interdiction de stationnement;301964;du 35BIS au 41 rue de Doumerc;238490
_726a2646-9073-11eb-97a2-135c120f17f7.242471;242471;158856;BORDEAUX;2024-10-01;2024-10-11;24BORAJPT20836;EMPRISE;"Limitation de vitesse;Interdiction de stationnement;Circulation alternée;Rétrécissement de largeur de voie";306950;du 405 au 423 Avenue du Maréchal de Lattre de Tassigny (Bordeaux) au droit et en face;242471
_726a2646-9073-11eb-97a2-135c120f17f7.240951;240951;147716;BORDEAUX;2024-09-01;2024-12-20;24BORAJPT19766;DEVIATION/EMPRISE/DEVIATION/EMPRISE;"Déviation,Circulation interdite;Mise en impasse,Déviation,Interdiction de stationnement";305105/305103/305104/305102;Rue Professeur André Lambinet, rue Professeur Calmette, rue du Recteur Thanin vers rue Jacques Rivière (Bordeaux)/du 2 au 12 Rue Jacques Rivière (Bordeaux)/Rue du Recteur Thamin, rue du Professeur Calmette, rue Professeur André Lambinet vers Jacques Rivière (Bordeaux)/du 2 au 12 Rue Jacques Rivière Les deux côtés (Bordeaux);240951
_726a2646-9073-11eb-97a2-135c120f17f7.241430;241430;158226;BORDEAUX;2024-09-30;2024-11-30;24BORAJPT20152;EMPRISE;"Limitation de vitesse;Rétrécissement de largeur de voie";305700;Rue Ney, de la Rue Massena jusqu'au 7 (Bordeaux) au droit et en face pour un chantier au 5;241430
_726a2646-9073-11eb-97a2-135c120f17f7.238798;238798;156068;BORDEAUX;2024-08-05;2024-11-04;24BORAJPT17924;EMPRISE;Rétrécissement de largeur de voie;302367;28 Rue du Parlement Sainte Catherine;238798
_726a2646-9073-11eb-97a2-135c120f17f7.240500;240500;157670;BORDEAUX;2024-09-30;2024-11-30;24BORAJPT19696;EMPRISE/EMPRISE;"Interdiction de stationnement,Limitation de vitesse;Circulation alternée;Neutralisation de voie";304554/304553;du 33 au 31 Rue Gabriel Leglise (Bordeaux)/du 38 au 36 Rue Gabriel Leglise (Bordeaux);240500
_726a2646-9073-11eb-97a2-135c120f17f7.242150;242150;155407;BORDEAUX;2024-09-16;2024-10-18;24BORAJPT20608;EMPRISE;Interdiction de stationnement;306553;Rue de Belfort, de la rue du Tondu jusqu'à la place Amédée Larrieu;242150
_726a2646-9073-11eb-97a2-135c120f17f7.240990;240990;157923;BORDEAUX;2024-09-19;2024-10-04;24BORAJPT20031;EMPRISE/DEVIATION;Circulation interdite,Déviation;305153/305154;Rue Brémontier, de la Rue Belair jusqu'à la Rue Kléber (Bordeaux)/Rue Belair (Bordeaux);240990
_726a2646-9073-11eb-97a2-135c120f17f7.238499;238499;156619;BORDEAUX;2024-08-08;2024-12-24;24BORAJPT17750;EMPRISE;"Neutralisation de voie;Limitation de vitesse;Circulation alternée";301976;du 28 au 32 Avenue Carnot (Bordeaux);238499
_726a2646-9073-11eb-97a2-135c120f17f7.238634;238634;156697;BORDEAUX;2024-08-11;2024-11-10;24BORAJPT17800;EMPRISE;"Limitation de vitesse;Interdiction de stationnement;Rétrécissement de largeur de voie";302147;Rue des Violettes (Bordeaux);238634
_726a2646-9073-11eb-97a2-135c120f17f7.239255;239255;149576;BORDEAUX;2024-08-26;2024-10-24;24BORAJPT18360;EMPRISE/EMPRISE;Neutralisation de voie,Neutralisation de voie;302951/302950;Cours du XXX Juillet, à l'angle avec la Place des Quinconces/Allée de Munich (Bordeaux);239255
_726a2646-9073-11eb-97a2-135c120f17f7.241623;241623;158341;BORDEAUX;2024-09-25;2024-10-02;24BORAJPT20386;EMPRISE/DEVIATION;Circulation interdite,Déviation;305941/305942;23 Rue Rosa Bonheur (Bordeaux)/Rue Wustenberg - Rue Turenne - Rue du Dr Albert Barraud - Rue Naujac;241623
_726a2646-9073-11eb-97a2-135c120f17f7.237393;237393;156027;BORDEAUX;2024-07-30;2024-10-31;24BORAJPT16747;EMPRISE;"Interdiction de stationnement;Circulation alternée;Limitation de vitesse";300518;Du 13 au 19 Rue Fragonard (Bordeaux) au droit et en face;237393
_726a2646-9073-11eb-97a2-135c120f17f7.241678;241678;132563;BORDEAUX;2024-09-09;2024-10-08;24BORAJPT20291;EMPRISE/EMPRISE;Interdiction de stationnement,Circulation interdite;306006/306007;du 7 au 9 Rue de Doumerc/Rue de Doumerc, de la rue des Chênes Lièges jusqu'à l'avenue d'Ares;241678
_726a2646-9073-11eb-97a2-135c120f17f7.242233;242233;158715;BORDEAUX;2024-10-01;2024-10-03;24BORAJPT20810;EMPRISE/DEVIATION;"Circulation interdite;Mise en impasse,Déviation";306660/306661;du 11 au 15 Rue du Quai Bourgeois (Bordeaux)/Rue du Quai Bourgeois - Contre Allée du Quai Richelieu - Quai Richelieu - Rue de la Porte Cailhau - Rue du Quai Bourgeois;242233
_726a2646-9073-11eb-97a2-135c120f17f7.240362;240362;100777;BORDEAUX;2024-09-02;2024-10-31;24BORAJPT19369;EMPRISE/EMPRISE/EMPRISE/EMPRISE/EMPRISE;Interdiction de stationnement,Interdiction de stationnement,Interdiction de stationnement,Mesure libre circulation,Circulation interdite;304372/304371/304369/304373/304370;du 104 au 106 Boulevard Maréchal Leclerc pour les travaux rue Manon Cormier/du 78 au 86 Rue Heron pour les travaux rue Manon Cormier/Rue Manon Cormier, du Boulevard Maréchal Leclerc jusqu'à la Rue François de Sourdis/Rue Heron Rue Mathieu Rue de Madrid Rue de Lisbonne/Rue Manon Cormier, du Boulevard Maréchal Leclerc jusqu'à la Rue François de Sourdis;240362
_726a2646-9073-11eb-97a2-135c120f17f7.240205;240205;157514;BORDEAUX;2024-09-09;2024-12-20;24BORAJPT19285;EMPRISE/EMPRISE;Neutralisation de voie,Rétrécissement de largeur de voie;304148/304149;Cours de l'Intendance (Bordeaux) 2 Rue Vital Carles (Bordeaux)/52 Cours de l'Intendance (Bordeaux);240205
_726a2646-9073-11eb-97a2-135c120f17f7.243399;243399;159294;BORDEAUX;2024-10-13;2024-10-18;24BORAJPT21591;EMPRISE;"Neutralisation de voie;Circulation alternée;Interdiction de stationnement";308111;du 200ter au 201 Quai de Brazza (Bordeaux);243399
_726a2646-9073-11eb-97a2-135c120f17f7.243450;243450;159329;BORDEAUX;2024-10-07;2024-12-13;24BORAJPT21829;EMPRISE;Neutralisation de voie;308176;du 15 au 16 Quai de Paludate (Bordeaux);243450
_726a2646-9073-11eb-97a2-135c120f17f7.240777;240777;97038;BORDEAUX;2024-09-18;2024-10-31;24BORAJPT19880;EMPRISE;Rétrécissement de largeur de voie;304897;Place de la Ferme de Richemont, au droit de l'Eglise Saint-Paul;240777
_726a2646-9073-11eb-97a2-135c120f17f7.242384;242384;141656;BORDEAUX;2024-09-20;2024-10-04;24BORAJPT20728;EMPRISE;"Neutralisation de voie;Interdiction de stationnement";306841;"Quai de Brazza (Bordeaux), au droit de l'ancien site ""Point P""";242384
_726a2646-9073-11eb-97a2-135c120f17f7.243122;243122;159186;BORDEAUX;2024-09-30;2024-10-14;24BORAJPT21425;EMPRISE;"Limitation de vitesse;Circulation alternée;Neutralisation de voie";307761;à l'intersection de l'Avenue du Général Leclerc, de la Rue Jules Michelet et de la Rue du Velodrome;243122
_726a2646-9073-11eb-97a2-135c120f17f7.242901;242901;147635;BORDEAUX;2024-10-02;2025-01-01;24BORAJPT21309;EMPRISE;"Mesure libre circulation;Interdiction de stationnement";307490;du 20 au 28 Rue Jean Burguet (pour l'Hopital Saint André);242901
_726a2646-9073-11eb-97a2-135c120f17f7.243124;243124;159188;BORDEAUX;2024-10-03;2024-10-03;24BORAJPT21610;EMPRISE/EMPRISE;Interdiction de stationnement,Circulation interdite;307763/307764;du 69 au 75 Rue du Cardinal Lavigerie/Rue du Cardinal Lavigerie, de la rue Saint-Gilbert jusqu'à la rue Franz Schrader;243124
